李胤 577 0.435565 239 ,769 0.343248 338 ,
住的 574 0.191288 280 ,590 0.193776 277 ,601 0.18752 268 ,611 0.181087 268 ,630 0.174921 334 ,649 0.219056 430 ,690 0.198404 279 ,
生产秩序 573 0.244752 289 ,
继前 572 0.236302 204 ,
万亿斤 566 0.187047 311 ,
房价 565 0.213776 280 ,590 0.221675 367 ,611 0.20716 376 ,
地价 565 0.213776 268 ,590 0.221675 355 ,611 0.20716 364 ,
丁勇 564 0.196244 103 ,572 0.174966 76 ,598 0.204393 76 ,607 0.188464 94 ,638 0.174959 134 ,650 0.183513 100 ,724 0.192058 113 ,736 0.18821 131 ,764 0.207067 103 ,
网购 563 0.261123 414 ,
略增 560 0.149805 31 ,
播种面积 560 0.239075 325 ,566 0.149255 348 ,671 0.175577 391 ,728 0.191208 344 ,921 0.138847 275 ,936 0.14588 275 ,
稳中略 556 0.356164 394 ,601 0.182933 31 ,649 0.213697 31 ,685 0.208018 54 ,692 0.236347 33 ,728 0.181496 356 ,876 0.138346 304 ,913 0.236512 23 ,
喆 555 0.236213 305 ,711 0.258671 270 ,983 0.196525 67 ,
奶 553 0.231324 346 ,
促生产 551 0.238155 259 ,669 0.192439 51 ,704 0.211507 268 ,
稳中有 551 0.187186 304 ,558 0.16669 68 ,565 0.168025 38 ,586 0.326913 361 ,684 0.201409 44 ,733 0.1605 45 ,835 0.183597 280 ,863 0.151314 229 ,908 0.160862 56 ,935 0.174138 291 ,938 0.14269 161 ,982 0.192949 428 ,
城镇居民 546 0.204582 381 ,581 0.171815 394 ,619 0.193639 415 ,662 0.170269 320 ,709 0.14162 137 ,747 0.140499 276 ,824 0.15749 165 ,892 0.151629 198 ,937 0.130521 204 ,973 0.278097 336 ,
供求关系 545 0.237315 256 ,580 0.199745 105 ,620 0.202492 282 ,998 0.256999 173 ,
低位 545 0.222204 316 ,620 0.189599 354 ,706 0.175896 304 ,801 0.211103 386 ,894 0.17975 259 ,966 0.218622 346 ,
高点 545 0.278466 289 ,
性疫 543 0.230132 430 ,
一涨 540 0.281057 56 ,846 0.248532 42 ,
扩有 539 0.207816 319 ,
爱华 533 0.156479 247 ,591 0.202239 264 ,629 0.190244 179 ,654 0.200896 294 ,737 0.210409 252 ,776 0.19523 292 ,811 0.21805 349 ,888 0.215617 181 ,927 0.214047 209 ,967 0.230245 357 ,
商品销售 531 0.175644 209 ,573 0.208584 384 ,763 0.18458 389 ,873 0.201238 33 ,
增势 530 0.330643 417 ,681 0.190819 333 ,736 0.209152 67 ,750 0.187949 141 ,978 0.209853 137 ,
转涨 527 0.171542 29 ,557 0.474436 416 ,612 0.252342 406 ,633 0.237208 51 ,692 0.242274 388 ,777 0.213886 367 ,813 0.205065 385 ,
夏粮 523 0.387308 397 ,588 0.155061 279 ,627 0.436435 413 ,631 0.508943 214 ,671 0.319076 358 ,771 0.117912 321 ,790 0.313434 382 ,794 0.530177 193 ,822 0.155623 300 ,936 0.662767 353 ,
冬小麦 523 0.356114 415 ,
苗情 523 0.166414 197 ,822 0.200598 306 ,
能源需求 521 0.204672 352 ,625 0.213778 285 ,
经济日报 511 0.174357 287 ,643 0.187107 206 ,740 0.164322 289 ,
经济网 511 0.183465 308 ,643 0.19688 225 ,
出厂价格 510 0.13022 259 ,527 0.116021 282 ,535 0.140478 256 ,540 0.157918 266 ,557 0.160441 271 ,567 0.186273 265 ,575 0.18484 286 ,592 0.175803 251 ,602 0.177092 267 ,612 0.170671 273 ,633 0.160435 267 ,641 0.17464 267 ,655 0.181211 255 ,675 0.170355 255 ,692 0.163861 255 ,716 0.159993 249 ,727 0.164028 261 ,741 0.158413 239 ,758 0.148007 264 ,767 0.163765 245 ,777 0.144661 243 ,795 0.148442 240 ,803 0.152657 261 ,813 0.138694 261 ,831 0.153393 236 ,842 0.142003 254 ,846 0.139643 243 ,865 0.164858 242 ,880 0.167072 254 ,889 0.157716 242 ,904 0.163207 239 ,913 0.163976 233 ,928 0.155322 251 ,945 0.158298 251 ,958 0.139446 251 ,968 0.164304 245 ,990 0.172588 254 ,
价格指数 510 0.126217 220 ,527 0.112455 243 ,535 0.13616 217 ,540 0.153064 227 ,541 0.0924808 242 ,557 0.15551 232 ,567 0.180548 226 ,575 0.179159 247 ,592 0.170399 212 ,602 0.171649 228 ,612 0.165425 234 ,633 0.155503 228 ,641 0.169272 228 ,655 0.175642 216 ,675 0.165118 216 ,692 0.158824 216 ,716 0.155076 210 ,727 0.158986 222 ,741 0.153544 200 ,751 0.137749 350 ,758 0.143458 225 ,767 0.158732 206 ,777 0.140214 204 ,784 0.137262 317 ,795 0.143879 201 ,803 0.147965 222 ,813 0.134431 222 ,828 0.103411 266 ,831 0.148678 197 ,842 0.137638 215 ,846 0.135351 204 ,865 0.159791 203 ,880 0.161937 215 ,889 0.152869 203 ,904 0.158191 200 ,913 0.158935 194 ,928 0.150548 212 ,945 0.153433 212 ,958 0.13516 212 ,968 0.159254 206 ,990 0.167283 215 ,
站上 509 0.19317 146 ,
严峻考验 509 0.19317 341 ,
逐人 509 0.19317 386 ,
基本国情 508 0.194111 146 ,
普查员 507 0.236816 147 ,
近几天 507 0.236816 412 ,
备受瞩目 506 0.219689 6 ,
人口老龄化 506 0.219689 329 ,
国力 506 0.166398 108 ,509 0.146312 224 ,713 0.183303 340 ,732 0.177969 408 ,740 0.140126 172 ,917 0.158722 401 ,918 0.144634 42 ,919 0.1646 33 ,
人力物力 506 0.219689 386 ,
第七次 506 0.166398 21 ,507 0.358742 322 ,508 0.29405 409 ,509 0.438937 269 ,642 0.236482 393 ,656 0.436068 327 ,739 0.175576 33 ,740 0.560505 422 ,
商品住宅 505 0.376182 352 ,526 0.365266 368 ,534 0.331344 356 ,539 0.322234 357 ,556 0.243041 127 ,565 0.248796 126 ,574 0.254677 132 ,590 0.257989 124 ,601 0.249661 121 ,611 0.241096 121 ,630 0.232887 115 ,640 0.301136 127 ,649 0.291648 115 ,674 0.281799 121 ,684 0.298228 134 ,690 0.264151 133 ,712 0.480176 400 ,726 0.483938 400 ,733 0.475306 406 ,756 0.468034 385 ,762 0.469504 406 ,772 0.500139 406 ,793 0.477554 409 ,798 0.502958 418 ,807 0.504378 422 ,830 0.465146 423 ,836 0.494524 400 ,845 0.497198 407 ,864 0.383467 286 ,871 0.380899 289 ,884 0.497197 400 ,902 0.390882 287 ,908 0.476378 412 ,923 0.385525 280 ,942 0.377469 298 ,953 0.413956 289 ,962 0.399527 304 ,980 0.404344 298 ,997 0.515023 421 ,
销售价格 505 0.376182 364 ,526 0.365266 380 ,534 0.331344 368 ,539 0.322234 369 ,556 0.243041 139 ,565 0.248796 138 ,574 0.254677 144 ,590 0.257989 136 ,601 0.249661 133 ,611 0.241096 133 ,630 0.232887 127 ,640 0.301136 139 ,649 0.291648 127 ,674 0.281799 133 ,684 0.298228 146 ,690 0.264151 145 ,712 0.480176 412 ,726 0.362953 258 ,733 0.35648 258 ,756 0.468034 397 ,762 0.352128 261 ,772 0.375104 258 ,793 0.477554 421 ,798 0.377218 270 ,807 0.378284 277 ,830 0.348859 275 ,836 0.370893 246 ,845 0.497198 419 ,864 0.383467 298 ,871 0.380899 301 ,884 0.497197 412 ,902 0.390882 299 ,908 0.476378 424 ,923 0.385525 292 ,942 0.377469 310 ,953 0.413956 301 ,962 0.399527 316 ,980 0.404344 310 ,997 0.386267 271 ,
稳中略升 505 0.149717 37 ,768 0.195266 86 ,807 0.200738 56 ,886 0.420177 384 ,909 0.202991 19 ,
张敏 503 0.134241 83 ,531 0.136982 85 ,563 0.173551 103 ,573 0.162671 97 ,599 0.152735 104 ,609 0.149122 102 ,637 0.185631 76 ,651 0.155617 83 ,723 0.160052 91 ,735 0.159594 88 ,763 0.14395 79 ,775 0.14086 85 ,800 0.156267 70 ,810 0.115391 97 ,839 0.319113 277 ,
工业品 502 0.186223 243 ,530 0.156 367 ,562 0.189514 421 ,693 0.190573 426 ,840 0.215067 370 ,886 0.198242 282 ,900 0.211307 207 ,
江源 502 0.145373 77 ,530 0.121779 90 ,562 0.147942 89 ,571 0.162183 96 ,597 0.143718 89 ,608 0.156652 70 ,639 0.149971 70 ,653 0.158392 70 ,722 0.15652 76 ,734 0.179321 76 ,765 0.171458 76 ,774 0.168515 70 ,799 0.149602 79 ,809 0.147225 87 ,840 0.16789 85 ,874 0.182591 101 ,886 0.154756 84 ,909 0.149527 83 ,925 0.174284 95 ,954 0.153695 83 ,964 0.174318 83 ,1000 0.157487 82 ,
  501 0.517131 159 ,502 0.401481 273 ,503 0.33809 403 ,504 0.667381 279 ,505 0.304576 320 ,506 0.122579 276 ,508 0.216614 401 ,510 0.691812 420 ,512 0.35713 419 ,513 0.374164 405 ,514 0.412021 436 ,520 0.291493 329 ,521 0.24438 290 ,522 0.374235 304 ,523 0.298049 349 ,524 0.335055 362 ,525 0.278261 68 ,526 0.394317 416 ,527 0.739657 387 ,528 0.366714 410 ,529 0.413146 402 ,530 0.336321 397 ,531 0.459989 421 ,532 0.42294 150 ,533 0.481667 254 ,534 0.447122 404 ,535 0.597047 417 ,537 0.407715 137 ,539 0.463817 405 ,600 0.788854 238 ,
罗毅 501 0.216552 114 ,532 0.177109 105 ,
壳牌 500 0.0583277 1910 ,
技术改造 500 0.0583277 1264 ,
节约能源 500 0.0583277 1504 ,
植树 500 0.0583277 1609 ,
额约 500 0.0583277 1971 ,
非金属矿 499 0.0914057 698 ,
第三产业 499 0.155796 878 ,698 0.159668 282 ,714 0.168356 51 ,918 0.162735 186 ,
城乡居民 499 0.0709694 893 ,516 0.197562 222 ,546 0.219073 396 ,709 0.151651 152 ,747 0.150451 120 ,824 0.168646 180 ,892 0.16237 54 ,
黑色金属 499 0.0914057 683 ,
蓟线 498 0.0340162 2802 ,
太极 498 0.0340162 978 ,
终到 498 0.0340162 2963 ,
北京西 498 0.0340162 2289 ,
青龙峡 498 0.0340162 3056 ,
雁栖湖 498 0.0340162 3032 ,
电科 498 0.0340162 966 ,
秦皇岛 498 0.0317918 2244 ,500 0.0545136 1429 ,
经停 498 0.0680323 2271 ,
涵义 644 0.184056 118 ,
李婕 496 0.0647802 42 ,
尖兵 496 0.0647802 1574 ,
全面进步 496 0.0647802 2252 ,
所有者 496 0.0605441 369 ,497 0.0883458 361 ,
总的看 496 0.0647802 730 ,
郝鹏 496 0.0647802 890 ,
杨文斌 495 0.128205 5091 ,
两省 495 0.128205 4983 ,
匀 495 0.128205 4693 ,
滇黔桂 495 0.128205 5007 ,
贵定县 495 0.128205 4777 ,
轻装上阵 494 0.0532247 720 ,
苦累 494 0.0532247 2498 ,
采高 494 0.0532247 2728 ,
放炮 494 0.0532247 2462 ,
破纪录 494 0.0532247 2284 ,
收益率 494 0.0532247 115 ,
各项改革 494 0.0497442 3301 ,496 0.0605441 1257 ,
潮汐能 494 0.0532247 2142 ,
级多 494 0.0532247 761 ,
劳动生产率 494 0.0532247 88 ,
再热 494 0.0532247 2749 ,
近一半 494 0.0532247 978 ,
取向 494 0.0532247 2965 ,
集控室 494 0.0532247 2579 ,
第二十三条 493 0.00639528 7691 ,
歧视性 493 0.0127906 9130 ,
裁量 493 0.0127906 24991 ,
第三章 493 0.00639528 5862 ,
有权 493 0.0319764 25389 ,
政商 493 0.00639528 20593 ,
损害 493 0.00639528 29635 ,
信息系统 493 0.00639528 14259 ,
合理性 493 0.00639528 15406 ,
例外 493 0.00639528 846 ,
抽取 493 0.00639528 22271 ,
技术性 493 0.00639528 18517 ,
毁约 493 0.00639528 10937 ,
排斥 493 0.00639528 4113 ,
商事 493 0.00639528 5917 ,
联审 493 0.00639528 17203 ,
下列 493 0.0191859 30040 ,
恪守 493 0.00639528 2875 ,
强制措施 493 0.0191859 28467 ,
开具 493 0.0127906 19172 ,
报装 493 0.0127906 9973 ,
报经 493 0.00639528 24722 ,
干扰 493 0.00639528 20913 ,
文书 493 0.00639528 18846 ,
尽可能减少 493 0.00639528 24489 ,
强迫 493 0.0127906 29879 ,
转办 493 0.00639528 22699 ,
歪曲事实 493 0.00639528 21341 ,
审慎 493 0.00639528 22945 ,
保函 493 0.00639528 8562 ,
另行规定 493 0.00639528 20506 ,
第十六条 493 0.00639528 5107 ,
公共利益 493 0.00639528 10970 ,
年报 493 0.00639528 15658 ,
第四十四条 493 0.00639528 18660 ,
无差别 493 0.00639528 12621 ,
第六十一条 493 0.00639528 25095 ,
投标 493 0.0127906 4160 ,
债权债务 493 0.0191859 11884 ,
七十条 493 0.00639528 29670 ,
本行政区域 493 0.00639528 13651 ,
第十条 493 0.00639528 3120 ,
企业破产 493 0.0127906 12033 ,
罚没 493 0.00639528 24865 ,
下同 493 0.00639528 12492 ,
七十二条 493 0.00639528 30694 ,
地质灾害 493 0.00639528 17490 ,
仲裁 493 0.0127906 27885 ,
使用权 493 0.00639528 3496 ,
许可法 493 0.0127906 15499 ,
企业经营者 493 0.0191859 28401 ,
整顿 493 0.00597708 24569 ,827 0.232697 303 ,
第五十九 493 0.00639528 24134 ,
一网通 493 0.00639528 14029 ,
价格合理 493 0.00639528 9793 ,
简易程序 493 0.00639528 11818 ,
公信 493 0.00639528 10547 ,
新设 493 0.0127906 15286 ,
一般性 493 0.00639528 6578 ,
行政区划 493 0.00639528 10835 ,
基础行业 681 0.231908 67 ,
第二十六条 493 0.00639528 8606 ,
内压 493 0.00639528 17460 ,
分割 493 0.00639528 7596 ,
亲清 493 0.00639528 20581 ,
市场准入 493 0.0298854 26618 ,698 0.175103 126 ,
地方性 493 0.00639528 26258 ,
第二十二条 493 0.00639528 7475 ,
行政复议 493 0.00639528 27354 ,
专利申请 493 0.0127906 5078 ,
并联 493 0.0127906 17182 ,
公用 493 0.0255811 29680 ,
公证 493 0.00639528 27852 ,
前述 493 0.0319764 30433 ,
危险性 493 0.00639528 17502 ,
第五十一条 493 0.00639528 21400 ,
另行 493 0.00639528 7158 ,
商业秘密 493 0.00639528 10646 ,
参与权 493 0.00639528 5246 ,
合法经营 493 0.00639528 27648 ,
住所 493 0.00639528 6736 ,
司法鉴定 493 0.00639528 27861 ,
第四十九条 493 0.00639528 20993 ,
简政放权 493 0.00639528 403 ,
信贷 493 0.00639528 8921 ,
第九条 493 0.00639528 2826 ,
行使 493 0.00639528 25060 ,
商业道德 493 0.00639528 2896 ,
四十八条 493 0.00639528 20526 ,
留痕 493 0.00639528 24057 ,
第六十条 493 0.00639528 24915 ,
矿产资源 493 0.00639528 17475 ,
简并 493 0.00639528 19820 ,
程序处理 493 0.00639528 26429 ,
第七十 493 0.00639528 29982 ,
第三十七条 493 0.00639528 13866 ,
第三十三条 493 0.00639528 11586 ,
第三十五条 493 0.00639528 12272 ,
第三十八条 493 0.00639528 14982 ,
第三十六条 493 0.00639528 12755 ,
第三十条 493 0.00639528 10432 ,
第二十九条 493 0.00639528 10112 ,
第二十五条 493 0.00639528 8162 ,
第二十条 493 0.00639528 6936 ,
第五十二 493 0.00639528 21610 ,
第五十五 493 0.00639528 22806 ,
第五十八 493 0.00639528 23816 ,
第五章 493 0.00639528 21376 ,
第六十二 493 0.00639528 25436 ,
第六十六 493 0.00639528 27293 ,
第六十四 493 0.00639528 26446 ,
第六章 493 0.00639528 25071 ,
第十七条 493 0.00639528 5314 ,
第十四条 493 0.00639528 4234 ,
第四十三条 493 0.00639528 17654 ,
第四十二条 493 0.00639528 16971 ,
缴税 493 0.0127906 20129 ,
要件 493 0.00639528 16822 ,
覆 493 0.00639528 17466 ,
说服教育 493 0.00639528 24183 ,
调查核实 493 0.00639528 19032 ,
赔偿制度 493 0.00639528 4806 ,
逐项 493 0.00639528 19130 ,
除外 493 0.00639528 18434 ,
奋力拼搏 492 0.0587035 2246 ,
百亿元 492 0.0587035 777 ,
政治账 491 0.0596863 2754 ,
带息 491 0.0596863 2449 ,
客观因素 491 0.0596863 493 ,
奔月 491 0.0596863 1893 ,
取壤 491 0.0596863 1899 ,
答记者问 491 0.0402908 234 ,538 0.0977275 145 ,648 0.140037 0 ,792 0.18541 80 ,802 0.201284 78 ,811 0.203007 78 ,850 0.127431 213 ,870 0.113638 121 ,944 0.138453 347 ,957 0.186631 78 ,967 0.214361 71 ,982 0.186571 80 ,983 0.149359 112 ,999 0.199281 80 ,
暴跌 491 0.0596863 469 ,
算大账 491 0.0596863 2724 ,
赶超 490 0.0520605 4211 ,
股权结构 490 0.0520605 3109 ,
类子 490 0.0520605 3549 ,
争创 490 0.0520605 4094 ,
史雅乔 490 0.0520605 39 ,
收尾 490 0.0520605 3223 ,
平均主义 490 0.0520605 3762 ,
重点难点 490 0.0520605 3307 ,
既定目标 489 0.03665 2883 ,
任务书 489 0.03665 3851 ,
市政 489 0.032553 5404 ,490 0.0462407 1620 ,497 0.0839601 1218 ,
同向 489 0.03665 4231 ,
综改 489 0.032553 5670 ,490 0.0462407 2237 ,496 0.0575385 1460 ,
央企已 489 0.03665 6008 ,
创利 489 0.0342534 1790 ,492 0.0548648 1622 ,
管理费用 489 0.03665 3971 ,
厂办 489 0.032553 5470 ,490 0.0924814 3199 ,497 0.0839601 1331 ,
若干意见 489 0.0342534 4905 ,490 0.0486562 535 ,
路费 489 0.0342534 2325 ,491 0.111567 3221 ,
销售费用 489 0.03665 3956 ,
降气 489 0.0342534 2298 ,491 0.0557833 2820 ,
资产重组 488 0.0427727 3143 ,490 0.0486562 1386 ,
看有 488 0.0457654 637 ,
波澜起伏 488 0.0457654 562 ,
人员编制 488 0.0390023 2673 ,489 0.031234 5273 ,490 0.0443672 951 ,494 0.0453593 990 ,
共商 488 0.0457654 4736 ,
大落 488 0.0457654 547 ,
取长补短 488 0.0457654 2940 ,
必然选择 778 0.214255 279 ,
僵 488 0.0406493 3194 ,490 0.0462407 1437 ,494 0.0472747 1041 ,
大起 488 0.0457654 553 ,
深耕细作 488 0.0457654 4829 ,
降本 488 0.0427727 2166 ,491 0.0557833 3165 ,
隔水 487 0.0243255 1622 ,
高徒 487 0.0243255 6080 ,
一金 487 0.0243255 4578 ,
忽明忽暗 487 0.0243255 163 ,
弧焊 487 0.0243255 5119 ,
返工 487 0.0243255 2266 ,
干完 487 0.0243255 2779 ,
师父 487 0.0243255 285 ,
技术能手 487 0.048651 4429 ,
小名 487 0.0243255 4788 ,
宽窄 487 0.0243255 5331 ,
有门道 487 0.0243255 1567 ,
每上 487 0.0243255 6488 ,
电流 487 0.0729765 3966 ,
备战 487 0.0243255 220 ,
公顷 921 0.162625 349 ,936 0.170862 362 ,
公积金 487 0.0243255 4680 ,
套管 487 0.0243255 1628 ,
五险 487 0.0243255 4572 ,
妻女 487 0.0243255 2861 ,
一家老小 487 0.0243255 4911 ,
小日子 487 0.0243255 7016 ,
不做 487 0.0243255 5756 ,
憋着 487 0.0243255 1939 ,
掉下来 487 0.0243255 1280 ,
传给 487 0.0243255 657 ,
筋管 487 0.0243255 2420 ,
我能 487 0.048651 6587 ,
好好学 487 0.0243255 1048 ,
管点 487 0.0243255 2187 ,
绸缎 487 0.0243255 4279 ,
他心 487 0.0243255 2870 ,
资格证 487 0.0243255 1496 ,
失利 487 0.0243255 877 ,
占全 499 0.0914057 749 ,
西海岸 487 0.048651 6731 ,
左臂 487 0.0243255 345 ,
严师 487 0.0243255 6071 ,
还清 487 0.0243255 6947 ,
发誓 487 0.0243255 2888 ,
忍受 487 0.0243255 1175 ,
湾畔 487 0.0243255 13 ,
每道 487 0.0243255 2508 ,
毫米 487 0.0729765 3598 ,
贷 487 0.0243255 3151 ,
歉疚 487 0.0243255 2879 ,
比武 487 0.0243255 2499 ,
水洗 487 0.0243255 1238 ,
浮动 487 0.0243255 3975 ,
海西 487 0.048651 3007 ,
烘烤 487 0.0243255 1205 ,
焊工 487 0.0243255 6293 ,
焊花 487 0.0243255 22 ,
焊过 487 0.0243255 4249 ,
甜头 487 0.0243255 2663 ,
站长 487 0.0243255 5430 ,
笑了笑 487 0.0243255 1847 ,
练 487 0.0729765 1981 ,
练仰 487 0.0243255 1268 ,
老师傅 487 0.0973021 4172 ,
荣幸 487 0.0243255 6662 ,
赛前 487 0.0243255 3491 ,
宣贯 486 0.0982317 573 ,
黄晓慧 486 0.0982317 42 ,
保电特巡 486 0.0982317 531 ,
奢侈 484 0.0373107 704 ,
小情 484 0.0373107 1907 ,
余公里 484 0.0746215 2051 ,
漠河 484 0.0373107 310 ,
小村子 484 0.0373107 1393 ,
北极光 484 0.0746215 3016 ,
全都 484 0.0373107 1489 ,
之分 484 0.0373107 1632 ,
北极村 484 0.708904 3200 ,
家庭旅馆 484 0.0373107 1438 ,
埋电缆 484 0.0373107 2066 ,
谢剑飞 484 0.149243 3264 ,
造访 484 0.0373107 412 ,
雪深 484 0.0373107 2260 ,
霓虹 484 0.0373107 600 ,
按钮 482 0.0615234 801 ,
国际博览 482 0.0615234 1161 ,
负压 482 0.18457 1592 ,
市委书记 482 0.0615234 303 ,
波新冠 482 0.0615234 1385 ,
陈然 482 0.0615234 51 ,
王伟中 482 0.0615234 315 ,
特区 482 0.0615234 588 ,
永久性 482 0.0615234 1038 ,
商业银行 493 0.0255811 9277 ,
港澳办 482 0.0615234 336 ,
香港特区 482 0.123047 543 ,
高能 481 0.0417624 1349 ,
闪光灯 481 0.0417624 298 ,
衢摄 481 0.0417624 69 ,
致密 481 0.0835248 1169 ,
磁星 481 0.208812 1592 ,
波束 481 0.0417624 2039 ,
暴 481 0.501149 2108 ,
银河系 481 0.0835248 1559 ,
超群 481 0.0417624 1914 ,
亿倍 481 0.0417624 856 ,
磁场强度 481 0.0417624 826 ,
它是 481 0.0417624 346 ,
天文 481 0.0417624 319 ,
